Rinkimai,Rinkimų rūšis,Rinkimų data,Apygardos Nr.,Apygardos pavadinimas,Kandidatų sąrašo Nr.,Kandidatų sąrašo pavadinimas,Kandidato Nr. sąraše,Kandidato vardas,Kandidato pavardė,Kandidato lytis,Kandidatą iškėlusi organizacija,Ar išrinktas?,Kiek kartų dalyvavo daugiamandatėje apygardoje,Kiek kartų dalyvavo vienmandatėje apygardoje,"Kiek kartų buvo
 išrinktas",Kada buvo išrinktas pirmą kartą,Kada buvo išrinktas paskutinį kartą
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,52,JULIJA,SVIDĖNIENĖ,Moteris,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,2,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,53,TERESA GALINA,SAMSONOV,Moteris,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,2,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,54,EDITA,KLIMAŠEVSKAJA,Moteris,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,5,0,2,2017-06-30,2019-04-17
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,55,TADEUŠ,RUDZIS,Vyras,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,4,0,3,2011-04-08,2019-04-12
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,56,VALDEMAR,RYBAK,Vyras,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,6,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,57,KRISTINA,DEINAROVIČ,Moteris,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,2,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,58,ZIGFRID,BINKEVIČ,Vyras,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,2,0,1,2019-04-18,2019-04-18
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,59,ALINA,ČERNIAVSKA,Moteris,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,1,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,60,MIROSLAV,VOITIULEVIČ,Vyras,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,0,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,61,IRENA,BOJARUN,Moteris,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,2,0,1,2019-04-25,2019-04-25
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,62,HONORATA,ROMANOVSKA,Moteris,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,2,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,63,KATRINA,ČERNIAVSKAJA,Moteris,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,2,0,1,2020-04-30,2020-04-30
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,64,TADEUŠ,LAVRYNOVIČ,Vyras,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,6,3,1,2011-02-27,2011-02-27
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,65,ALEKSANDR,LIACHOVIČ,Vyras,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,2,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,66,OLGA,PAVLOVSKAJA,Moteris,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,1,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,67,ALEKSANDR,JAKUBOVSKIJ,Vyras,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,2,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,68,GENADIJ,BELIAVSKIJ,Vyras,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,3,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,69,NATALIJA,JANUŠAUSKIENĖ,Moteris,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,2,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,70,KONRAD,BLAŽEVIČ,Vyras,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,1,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,71,OKSANA,VAIVILAVIČIENĖ,Moteris,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,1,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,72,ZBIGNEV,VOLOCHOVIČ,Vyras,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,7,0,1,2015-12-17,2015-12-17
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,73,AGATA,MANKELIŪNIENĖ,Moteris,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,1,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,74,ANDRIUS,ŠARĖJUS,Vyras,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,7,1,2,2015-03-25,2019-04-18
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,76,JANA,NEVEROVIČ,Moteris,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,1,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,77,RIČARDAS,JANKAUSKAS,Vyras,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,1,2,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,78,RUSLAN,RUSTAMOV,Vyras,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,2,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,79,TERESA,ANDRUŠKEVIČ,Moteris,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,5,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,80,GŽEGOŽ,JAKOVIČ,Vyras,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,2,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,81,MARGARITA,SLAUTO,Moteris,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,5,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,82,VALERIJ,PROKOPJEV,Vyras,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,1,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,83,REGINA,ABLOM,Moteris,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,7,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,84,EUREDYTA,DAMARACKIENĖ,Moteris,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,3,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,85,VERA,MARKOVA,Moteris,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,1,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,86,ANŽELIKA,ZENOVIČ,Moteris,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,6,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,87,VACLAV,VILKOIT,Vyras,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,8,1,3,2011-02-27,2019-06-17
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,88,DARIJUŠ,VIŠNEVSKIJ,Vyras,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,2,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,89,JANINA,VOLEIŠO,Moteris,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,1,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,90,KRISTINA,MIKOLAJŪNIENĖ,Moteris,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,7,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,91,VIKTOR,MARCINKEVIČ,Vyras,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,4,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,92,JUSTINA,TURBIENĖ,Moteris,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,1,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,93,LEOKADIJA,MUCHLIA,Moteris,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,1,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,94,VLADISLAV,MALIUK,Vyras,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,1,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,95,TADEUŠ,JARMOLOVIČ,Vyras,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,6,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,96,LEONIJA,PETRAUSKAITĖ,Moteris,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,1,2,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,97,EDITA,SEMAŠKO,Moteris,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,4,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,98,BARBARA,LEPEIKA,Moteris,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,2,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,99,JAROSLAV,VOITECHOVIČ,Vyras,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,7,0,4,2007-03-29,2019-04-12
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,100,EVELINA,SOLOVJOVA,Moteris,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,0,3,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,101,JOLANTA,MISEVIČIENĖ,Moteris,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,4,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,102,INGA,NEVĖRIENĖ,Moteris,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,1,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,103,LILIJA,KONDRATOVIČ,Moteris,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,3,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,104,IVONA,ROMANOVSKA,Moteris,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,4,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,105,TADEUŠ,BRASIUN,Vyras,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,1,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,106,GRAŽINA,GOLUBOVSKA,Moteris,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,2,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,107,INESA,APČINIKOVIENĖ,Moteris,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,2,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,108,JUZEF,VASILEVSKI,Vyras,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,2,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,109,ZOFIJA,PILYPIENĖ,Moteris,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,1,2,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,110,ANDREJ,NEMEC,Vyras,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,4,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,111,EDVARD,VORŠINSKI,Vyras,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,5,0,1,2015-03-22,2015-03-22
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,112,JOLANTA,STANKEVIČ,Moteris,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,4,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,113,IRENA,RUDZIS,Moteris,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,6,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,114,AGNIJA,SIVICKA,Moteris,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,1,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,115,DANUTĖ,RODZ,Moteris,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,3,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,116,JANINA,ROGOŽINSKAJA,Moteris,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,3,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,117,VALDEMAR,RADZEVIČ,Vyras,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,4,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,118,VESLAVA,KODZ-BEREZINA,Moteris,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,3,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,119,ALINA,RIZGELIENĖ,Moteris,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,6,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,120,LIUCIJA,MINOVIČ,Moteris,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,2,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,121,LIUDMILA,KROPIENĖ,Moteris,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,3,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,122,KRISTINA,TOMAŠEVIČ,Moteris,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,3,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,123,ANA,BRUZGULIS,Moteris,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,2,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,124,BEATA,GRINĖVIČ,Moteris,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,1,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,125,TERESĖ,RADŽIŪNIENĖ,Moteris,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,4,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,126,SVETLANA,LIUTKEVIČ,Moteris,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,2,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,127,ANŽELA,MACIULEVIČIENĖ,Moteris,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,2,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,128,SVETLANA,PILINKOVSKAJA,Moteris,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,1,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,129,KRISTINA,GRODZ,Moteris,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,6,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,130,NATALIJA,SOKOLOVSKAJA,Moteris,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,1,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,131,AGATA,DIKEVIČ-CHOMUTOVA,Moteris,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,1,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,8,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,132,BOŽENA,KRASILOVA,Moteris,Lietuvos lenkų rinkimų akcija - Krikščioniškų šeimų sąjunga,Neišrinktas,1,0,0,,
