Rinkimai,Rinkimų rūšis,Rinkimų data,Apygardos Nr.,Apygardos pavadinimas,Kandidatų sąrašo Nr.,Kandidatų sąrašo pavadinimas,Kandidato Nr. sąraše,Kandidato vardas,Kandidato pavardė,Kandidato lytis,Kandidatą iškėlusi organizacija,Ar išrinktas?,Kiek kartų dalyvavo daugiamandatėje apygardoje,Kiek kartų dalyvavo vienmandatėje apygardoje,"Kiek kartų buvo
 išrinktas",Kada buvo išrinktas pirmą kartą,Kada buvo išrinktas paskutinį kartą
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,1,„Drąsos kelias“ politinė partija,36,EVALDAS,STALIŪNAS,Vyras,„Drąsos kelias“ politinė partija,Neišrinktas,1,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,1,„Drąsos kelias“ politinė partija,37,EVALDAS,GRIGARAVIČIUS,Vyras,„Drąsos kelias“ politinė partija,Neišrinktas,1,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,1,„Drąsos kelias“ politinė partija,38,EDVARDAS,KUVIKAS,Vyras,„Drąsos kelias“ politinė partija,Neišrinktas,3,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,1,„Drąsos kelias“ politinė partija,39,DANUTĖ,ISEVIČIENĖ,Moteris,„Drąsos kelias“ politinė partija,Neišrinktas,1,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,1,„Drąsos kelias“ politinė partija,40,VIRGINIJA,URBONIENĖ,Moteris,„Drąsos kelias“ politinė partija,Neišrinktas,1,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,1,„Drąsos kelias“ politinė partija,41,ROMUALDA,SIKORSKYTĖ,Moteris,„Drąsos kelias“ politinė partija,Neišrinktas,1,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,1,„Drąsos kelias“ politinė partija,42,ZETA,ŠTARKEVIČIENĖ,Moteris,„Drąsos kelias“ politinė partija,Neišrinktas,1,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,1,„Drąsos kelias“ politinė partija,43,LAIMA,LUKAUSKIENĖ,Moteris,„Drąsos kelias“ politinė partija,Neišrinktas,1,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,1,„Drąsos kelias“ politinė partija,44,RITA,MIKIENĖ,Moteris,„Drąsos kelias“ politinė partija,Neišrinktas,1,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,1,„Drąsos kelias“ politinė partija,45,REGINA,BUSLIENĖ,Moteris,„Drąsos kelias“ politinė partija,Neišrinktas,1,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,1,„Drąsos kelias“ politinė partija,46,ALDONA,KLIMAVIČIENĖ,Moteris,„Drąsos kelias“ politinė partija,Neišrinktas,1,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,1,„Drąsos kelias“ politinė partija,47,AUDRIUS,POCIUS,Vyras,„Drąsos kelias“ politinė partija,Neišrinktas,1,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,1,„Drąsos kelias“ politinė partija,48,ILONA,FILIPONIENĖ,Moteris,„Drąsos kelias“ politinė partija,Neišrinktas,1,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,1,„Drąsos kelias“ politinė partija,49,RIMAS,BRUNDZA,Vyras,„Drąsos kelias“ politinė partija,Neišrinktas,1,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,2,Partija „Laisvė ir teisingumas“,1,REMIGIJUS,ŽEMAITAITIS,Vyras,Partija „Laisvė ir teisingumas“,Neišrinktas,5,6,4,2011-02-27,2016-11-14
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,2,Partija „Laisvė ir teisingumas“,2,ARTŪRAS,ZUOKAS,Vyras,Partija „Laisvė ir teisingumas“,Neišrinktas,9,6,5,2007-03-04,2019-04-24
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,2,Partija „Laisvė ir teisingumas“,3,ARTŪRAS,PAULAUSKAS,Vyras,Partija „Laisvė ir teisingumas“,Neišrinktas,5,7,1,2012-11-16,2012-11-16
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,2,Partija „Laisvė ir teisingumas“,4,DIANA,STOMIENĖ,Moteris,Partija „Laisvė ir teisingumas“,Neišrinktas,1,1,1,2019-04-24,2019-04-24
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,2,Partija „Laisvė ir teisingumas“,5,KĘSTUTIS,BARTKEVIČIUS,Vyras,Partija „Laisvė ir teisingumas“,Neišrinktas,7,4,5,2007-03-04,2016-11-14
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,2,Partija „Laisvė ir teisingumas“,6,LORETA,JAKINEVIČIENĖ,Moteris,Partija „Laisvė ir teisingumas“,Neišrinktas,4,3,3,2011-02-27,2019-04-18
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,2,Partija „Laisvė ir teisingumas“,7,VYDŪNAS,SADAUSKAS,Vyras,Partija „Laisvė ir teisingumas“,Neišrinktas,2,4,1,2019-04-24,2019-04-24
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,2,Partija „Laisvė ir teisingumas“,8,EGLĖ,ČAPLIKIENĖ,Moteris,Partija „Laisvė ir teisingumas“,Neišrinktas,1,1,1,2019-04-24,2019-04-24
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,2,Partija „Laisvė ir teisingumas“,9,JOLANTA,BUTKEVIČIENĖ,Moteris,Partija „Laisvė ir teisingumas“,Neišrinktas,0,2,1,2019-04-12,2019-04-12
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,2,Partija „Laisvė ir teisingumas“,10,GINTAUTAS,BABRAVIČIUS,Vyras,Partija „Laisvė ir teisingumas“,Neišrinktas,10,6,1,2007-03-04,2007-03-04
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,2,Partija „Laisvė ir teisingumas“,11,VIOLETA,ČEPUKOVA,Moteris,Partija „Laisvė ir teisingumas“,Neišrinktas,5,0,2,2015-03-22,2019-04-18
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,2,Partija „Laisvė ir teisingumas“,12,DALIA,ŠTRAUPAITĖ,Moteris,Partija „Laisvė ir teisingumas“,Neišrinktas,11,6,4,2007-03-04,2019-04-18
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,2,Partija „Laisvė ir teisingumas“,13,SAULIUS,GEGIECKAS,Vyras,Partija „Laisvė ir teisingumas“,Neišrinktas,8,5,4,2007-03-04,2019-04-17
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,2,Partija „Laisvė ir teisingumas“,14,AURIMAS,TRUNCĖ,Vyras,Partija „Laisvė ir teisingumas“,Neišrinktas,5,5,5,2007-03-04,2019-04-18
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,2,Partija „Laisvė ir teisingumas“,15,REGIMANTAS,ČIUPAILA,Vyras,Partija „Laisvė ir teisingumas“,Neišrinktas,10,8,1,2010-06-15,2010-06-15
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,2,Partija „Laisvė ir teisingumas“,16,JOLANTA,BENIULIENĖ,Moteris,Partija „Laisvė ir teisingumas“,Neišrinktas,2,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,2,Partija „Laisvė ir teisingumas“,17,RIMANTAS,NARKŪNAS,Vyras,Partija „Laisvė ir teisingumas“,Neišrinktas,4,2,1,2019-04-24,2019-04-24
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,2,Partija „Laisvė ir teisingumas“,18,GENOVEITA,KRASAUSKIENĖ,Moteris,Partija „Laisvė ir teisingumas“,Neišrinktas,6,5,2,2007-03-04,2011-02-27
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,2,Partija „Laisvė ir teisingumas“,19,ANDRIUS,JURKUS,Vyras,Partija „Laisvė ir teisingumas“,Neišrinktas,6,0,1,2015-06-21,2015-06-21
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,2,Partija „Laisvė ir teisingumas“,20,KĘSTUTIS,TREČIOKAS,Vyras,Partija „Laisvė ir teisingumas“,Neišrinktas,10,3,4,2007-03-04,2019-04-18
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,2,Partija „Laisvė ir teisingumas“,21,GINTARAS,BAGUŽIS,Vyras,Partija „Laisvė ir teisingumas“,Neišrinktas,1,1,1,2019-04-11,2019-04-11
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,2,Partija „Laisvė ir teisingumas“,22,NIJOLĖ,POŽARSKIENĖ,Moteris,Partija „Laisvė ir teisingumas“,Neišrinktas,2,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,2,Partija „Laisvė ir teisingumas“,23,LINA,ŠUKYTĖ-KORSAKĖ,Moteris,Partija „Laisvė ir teisingumas“,Neišrinktas,3,4,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,2,Partija „Laisvė ir teisingumas“,24,AUDRONĖ,BERESNEVIČIENĖ,Moteris,Partija „Laisvė ir teisingumas“,Neišrinktas,2,4,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,2,Partija „Laisvė ir teisingumas“,25,ROBERTAS,BALTRŪNAS,Vyras,Partija „Laisvė ir teisingumas“,Neišrinktas,2,2,2,2017-03-31,2019-04-12
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,2,Partija „Laisvė ir teisingumas“,26,KRISTINA,CIPKUVIENĖ,Moteris,Partija „Laisvė ir teisingumas“,Neišrinktas,0,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,2,Partija „Laisvė ir teisingumas“,27,VYTAUTAS,TARAILĖ,Vyras,Partija „Laisvė ir teisingumas“,Neišrinktas,8,0,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,2,Partija „Laisvė ir teisingumas“,28,AUDRIUS,ILGEVIČIUS,Vyras,Partija „Laisvė ir teisingumas“,Neišrinktas,3,4,2,2015-03-08,2019-04-23
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,2,Partija „Laisvė ir teisingumas“,29,RENATA,TELINSKYTĖ,Moteris,Partija „Laisvė ir teisingumas“,Neišrinktas,0,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,2,Partija „Laisvė ir teisingumas“,30,RITA,LATVYTĖ,Moteris,Partija „Laisvė ir teisingumas“,Neišrinktas,7,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,2,Partija „Laisvė ir teisingumas“,31,SANDRA,SIRUTIENĖ,Moteris,Partija „Laisvė ir teisingumas“,Neišrinktas,1,1,0,,
2020 m. spalio 11 d. Lietuvos Respublikos Seimo rinkimai,Seimo rinkimai,2020-10-11,,,2,Partija „Laisvė ir teisingumas“,32,MARTYNAS,GEDVILAS,Vyras,Partija „Laisvė ir teisingumas“,Neišrinktas,4,1,1,2019-07-18,2019-07-18
